ID,Title,Genre,Year,Director,Actor1,Actor2,Actor3,,,,
2052,Hocus Pocus,Comedy&Fantasy&Horror&Family,1993,Kenny Ortega,Bette Midler,Sarah Jessica Parker,Kathy Najimy[,,,,
2053,"Honey, I Blew Up the Kid",Comedy&Family,1992,Randal Kleiser,Jim Carrey,Lauren Maher,Blair Warner[,,,,
2054,"Honey, I Shrunk the Kids",Adventure&Family&Comedy,1989,Joe Johnston,Rick Moranis,Marcia Strassman,Matt Frewer,,,,
2055,Hot Lead and Cold Feet,Western&Comedy,1978,Robert Butler,John Wayne,Ricky Nelson,Judith Davis[,,,,
2056,In Search of the Castaways,Adventure&Family,1962,Robert Stevenson,Hayley Mills,John Mills,Sessue Hayakawa[,,,,
2057,"Incredible Journey, The",Adventure&Family,1963,Clyde Geronimi,Patrice Wymore,Rod Taylor,Helen Finch[,,,,
2058,The Negotiator,Action&Crime&Drama,1998,F. Gary Gray,Samuel L. Jackson,Kevin Spacey,Douglas Urbanski[,,,,
2059,The Parent Trap,Comedy&Family&Romance,1998,Nicolas Webster,Lindsay Lohan,Dennis Quaid,Natasha Richardson[,,,,
2060,BASEketball,Comedy&Sports&Fantasy,1998,David Zucker,Robert Vince,Jon Lovitz,Dian Bachar[,,,,
2061,Full Tilt Boogie,Documentary&Drama,1997,Art Linson,Bill Pullman,Brad Pitt,Christian Slater[,,,,
2062,The Governess,Drama&Mystery&Romance,1998,Mike Barker,Natasha Richardson,Vanessa Redgrave,Liam Cunningham[,,,,
2063,Seventh Heaven (Le Septième ciel),Drama&Romance,1997,Claire Denis,Gilles Porte,Vincent Lindon,Grégoire Colin[,,,,
2064,Roger & Me,Documentary&Comedy&Drama,1989,Michael Moore,null,null,null,,,,
2065,The Purple Rose of Cairo,Drama&Fantasy&Romance,1985,Woody Allen,Mia Farrow,Jeff Daniels,Danny Aiello[,,,,
2066,Out of the Past,Film-Noir&Drama&Romance,1947,Jacques Tourneur,Robert Mitchum,Kristin Miller,Thomas Gomez,,,,
2067,Doctor Zhivago,Drama&Romance,1965,David Lean,Omar Sharif,Julie Christie,Geraldine Chaplin,,,,
2068,Fanny and Alexander,Drama&Family&History&Romance,1982,Ingmar Bergman,Pernilla August,Bertil Guve,Gunn Wållgren[,,,,
2069,The Trip to Bountiful,Drama&Family,1985,Peter Masterson,Geraldine Page,Rip Torn,Cicely Tyson[,,,,
2070,Tender Mercies,Drama&Music,1983,Bruce Beresford,Robert Duvall,Tess Harper,Betty Buckley,,,,
2071,And the Band Played On,Documentary&Drama,1993,Bill Couturie,Matthias Goerne,Robin Williams,Jonathan Pryce[,,,,
2072,The 'Burbs,Comedy&Horror&Mystery,1989,Joe Dante,Tom Hanks,Carrie Fisher,Matt Lawrence[,,,,
2073,Fandango,Comedy&Drama,1985,Kevin Reynolds,Kevin Costner,Judd Nelson,Sam Robards[,,,,
2074,The Night Porter,Drama&Romance,1974,Luis Buñuel,Dirk Bogarde,Charlotte Rampling,Sylvie Testud[,,,,
2075,Mephisto,Drama&History,1981,István Szabó,Ryô Iwamatsu,Laszlo Szabó,Gergely Kárpáti[,,,,
2076,Blue Velvet,Drama&Mystery&Romance&Thriller,1986,David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,,,,
2077,The Journey of Natty Gann,Drama&Adventure&Family,1985,Bert Convy,Dawn Cumby,James Cromwell,Lori Laughlin,,,,
2078,The Jungle Book,Adventure&Family&Musical,1967,Wolfgang Reitherman,Phil Harris,Sebastian Cabot,Louis Prima[,,,,
2079,Kidnapped,Adventure&Drama,1960,Roy Ward Baker,Hugh Griffith,Peter O'Toole,Donald Pleasence[,,,,
2080,Lady and the Tramp,Animation&Romance,1955,Clyde Geronimi,Peggy Lee,Barbara Luddy,Larry Roberts[,,,,
2081,"Little Mermaid, The",Animation&Adventure&Family&Fantasy,1989,Ron Clements,Jodi Benson,Samuel E. Wright,Paddi Edwards,,,,
2082,The Mighty Ducks,Comedy&Family&Sport,1992,Stephen Herek,Emilio Estevez,Joss Ackland,Lane Smith[,,,,
2083,The Muppet Christmas Carol,Family&Comedy&Musical,1992,Brian Henson,Jim Henson,Michael Caine,Maggie Smith[,,,,
2084,Newsies,Musical&Drama&History,1992,Kenny Ortega,Christopher McDonald,David Moscow,Haley Joel Osment[,,,,
2085,101 Dalmatians,Animation&Adventure&Family,1961,Clyde Geronimi,Rod Taylor,Jeffrey Lynas,House Peters Jr.[,,,,
2086,One Magic Christmas,Family&Drama&Fantasy,1985,Phillip Borsos,Mary Steenburgen,Gary Cole,Christopher Allport[,,,,
2087,Peter Pan,Adventure&Family&Fantasy,1953,Clyde Geronimi,Bobby Driscoll,Kathryn Beaumont,Hans Conried[,,,,
2088,Popeye,Adventure&Comedy&Family&Musical,1980,Robert Altman,Robin Williams,Shelley Duvall,Ray Walston,,,,
2089,The Rescuers Down Under,Adventure&Family,1990,Wolfgang Reitherman,Bob Newhart,Eva Gabor,John Candy[,,,,
2090,The Rescuers,Animation&Adventure&Family,1977,Wolfgang Reitherman,Bob Newhart,Eva Gabor,John Candy[,,,,
2091,Return from Witch Mountain,Adventure&Family,1978,Rod Hardy,Ike Eisenmann,Kim Richards,Irene Miracle[,,,,
2092,"Return of Jafar, The",Animation&Adventure&Family,1993,Andre Leduc,Scott Weinger,John Rhys-Davies,Robin Williams[,,,,
2093,Return to Oz,Adventure&Fantasy&Horror&Family,1985,Wallace Wolodarsky,Fairuza Balk,Nicol Williamson,Nicholas Roye[,,,,
2094,The Rocketeer,Adventure&Family&Fantasy,1991,Joe Johnston,Bill Campbell,Alan Arkin,Jennifer Connelly[,,,,
2095,The Shaggy D.A.,Comedy&Crime&Family,1976,Brian Levant,Dick O'Neill,Susan Clark,Rip Torn[,,,,
2096,Sleeping Beauty,Animation&Fantasy&Romance,1959,Clyde Geronimi,Patrick Ward,Mary Costa,Eyvind Earle[,,,,
2097,Something Wicked This Way Comes,Adventure&Fantasy&Horror&Family,1983,Joe Dante,Jonathan Pryce,River Phoenix,Shelley Duvall,,,,
2098,Son of Flubber,Comedy&Family,1963,Roy Rajamin,Fred MacMurray,Nancy Olson,Keenan Wynn[,,,,
2099,Song of the South,Drama&Family&Musical,1946,Harry Bradbeer,Lynne Overstreet,Cab Calloway,Jimmy Durante[,,,,
2100,Splash,Romance&Comedy&Fantasy&Romantic Comedy,1984,Ron Howard,Tom Hanks,Daryl Hannah,Eugene Levy[,,,,
2101,"Squanto: A Warrior""s Tale",Animation&Adventure&Drama&History,1994,Stephen Simon,Adam Beach,Armand Assante,Brad Pitt[,,,,
2102,Steamboat Willie,Animation&Short&Comedy,1940,Walt Disney&Ub Iwerks,Walt Disney[,,,,,,
2103,Tall Tale,Adventure&Comedy&Family,1994,Jerry Rees,Patrick Swayze,Jamie Donnelly,Ossie Davis[,,,,
2104,Tex,Drama&Western,1982,Tim Hunter,Ned Beatty,Lukas Haas,Matt Clark,,,,
2105,Tron,Science Fiction&Action&Adventure,1982,Steven Lisberger,Jeff Bridges,Bruce Boxleitner,David Warner[,,,,
2106,Swing Kids,Drama&Music&Romance,1993,Thomas Carter,Robert Carlyle,Christopher O'Donnell,Renée Zellweger[,,,,
2107,Halloween: H20,Horror&Thriller&Mystery,1998,Steve Miner,Jamie Lee Curtis,Janet Leigh,Josh Hartnett[,,,,
2108,L.A. Story,Comedy&Drama&Romance,1991,Mick Jackson,Steve Martin,Richard E. Grant,Kathy Baker[,,,,
2109,The Jerk,Comedy&Adventure&Romance,1979,Carl Reiner,Steve Martin,Bernadette Peters, Dick O'Neill[,,,,
2110,"Dead Men Don""t Wear Plaid",Comedy&Mystery&Romance,1982,Carl Reiner,Rachel Ward,Steve Martin,Natalie Wood[,,,,
2111,The Man with Two Brains,Comedy&Romance&Science Fiction,1983,Carl Reiner,Steve Martin,Kathleen Turner,David Warner[,,,,
2112,Grand Canyon,Drama&Romance,1991,Lawrence Kasdan,Kevin Kline,Steve Martin,Mary McDonnell[,,,,
2113,Graveyard Shift,Horror&Thriller,1990,Kelly Preston,Brad Dourif,Jonathan Stark,Cynthia Crane[,,,,
2114,The Outsiders,Drama&Romance,1983,Francis Ford Coppola,Tom Cruise,Emilio Estevez,Diane Lane[,,,,
2115,Indiana Jones and the Temple of Doom,Adventure&Action&Fantasy&Horror&Thriller,1984,Steven Spielberg,Harrison Ford,Kate Capshaw,Ke Huy Quan[,,,,
2116,"Lord of the Rings, The",Adventure&Fantasy&Drama,1978,Peter Jackson,null,null,null,,,,
2117,Nineteen Eighty-Four,Drama&Science Fiction,1984,Michael Radford,John Hurt,Richard Burton,Suzy Amis[,,,,
2118,The Dead Zone,Horror&Mystery&Thriller,1983,David Cronenberg,Christopher Walken,Brooke Adams,Tom Skerritt,,,,
2119,Maximum Overdrive,Horror&Science Fiction,1986,Stephen King,Emilio Estevez,Pat Hingle,Laurence Fishburne[,,,,
2120,Needful Things,Drama&Mystery&Thriller,1993,Fraser Clarke Heston,Ed Harris,Anthony Hopkins,Bebe Neuwirth[,,,,
2121,Cujo,Horror&Thriller,1983,Steven Spielberg,Dee Wallace,Daniel Hugh Kelly,Danny Pintauro[,,,,
2122,Children of the Corn,Horror&Thriller,1984,Fritz Kiersch,Linda Hamilton,Peter Horton,R.G. Armstrong[,,,,
2123,All Dogs Go to Heaven,Animation&Comedy&Drama&Family,1989,Don Bluth,Burt Reynolds,Judith Barsi,Vic Tayback[,,,,
2124,"Addams Family, The",Comedy&Fantasy&Horror&Family,1991,Raja Gosnell,Raul Julia,Anjelica Huston,Christopher Lloyd[,,,,
2125,Ever After: A Cinderella Story,Romance&Drama&Family,1998,Andy Tennant,Drew Barrymore,Anjelica Huston,Dougray Scott[,,,,
2126,Snake Eyes,Action&Adventure&Thriller,1998,Brian De Palma,Nicolas Cage,Angelina Jolie,Gary Sinise,,,,
2127,"First Love, Last Rites",Drama&Romance,1997,Martin Donovan,Gretchen Mol,David Arquette,Lili Taylor[,,,,
2128,Safe Men,Comedy&Drama,1998,John Hamburg,Paul Giamatti,Damian Lewis,Sarah Jessica Parker[,,,,
2129,"Saltmen of Tibet, The",Documentary&Adventure&Drama,1997,Bill Guttentag,null,null,null,,,,
2130,Atlantic City,Drama&Crime,1980,Louis Malle,Burt Lancaster,Susan Sarandon,Kate Reid[,,,,
2131,Autumn Sonata (Höstsonaten),Drama&Music,1978,Ingmar Bergman,Ingrid Bergman,Liv Ullmann,Humphrey Bogart[,,,,
2132,"Who""s Afraid of Virginia Woolf?",Drama&Romance,1966,Mike Nichols,Elizabeth Taylor,Richard Burton,George Segal[,,,,
2133,Adventures in Babysitting,Comedy&Family,1987,Chris Columbus,Elisabeth Shue,Anthony Edwards,Anselm Richardson,,,,
2134,Weird Science,Comedy&Science Fiction&Romance,1985,John Hughes,Anthony Michael Hall,Illeana Douglas,Kelly LeBrock[,,,,
2135,Doctor Dolittle,Adventure&Family&Musical&Comedy,1967,Richard Fleischer,Rex Harrison,Sam Jaffe,Peggy Lee[,,,,
2136,"Nutty Professor, The",Comedy&Drama&Musical,1963,Jerry Lewis,Jerry Lewis,Patricia Clarkson,Emcee[,,,,
2137,"Charlotte""s Web",Animation&Drama&Family,1973,Don Bluth,Dame Judith Anderson,Helen Hayes,"Pal O""Koning[Inst]",,,,
2138,Watership Down,Adventure&Drama&Family,1978,Martin Rosen,John Hurt,Ray Winstone,Ian Holm[,,,,
2139,"Secret of NIMH, The",Animation&Adventure&Family,1982,Don Bluth,Dom DeLuise,Phillip Glasser,Amy Green[,,,,
2140,"Dark Crystal, The",Adventure&Fantasy&Musical&Family,1982,Jim Henson,Steven Spielberg,Jennifer Connelly,David Bowie[,,,,
2141,"American Tail, An",Animation&Adventure&Family&Musical,1986,Don Bluth,Dom DeLuise,John Pavoni,Helen Reddy,,,,
2142,"American Tail: Fievel Goes West, An",Animation&Adventure&Comedy&Family,1991,Don Bluth,Phillip Glasser,John Cleese,Aria Noelle Curzon[,,,,
2143,Legend,Fantasy&Adventure&Romance,1985,Ridley Scott,Tom Cruise,Mia Sara,Tim Curry,,,,
2144,Sixteen Candles,Romance&Comedy,1984,John Hughes,Molly Ringwald,Anthony Michael Hall,Justin Henry[,,,,
2145,Pretty in Pink,Romance&Drama&Comedy,1986,Howard Deutch,Molly Ringwald,Jon Cryer,James Spader,,,,
2146,"St. Elmo""s Fire",Drama&Romance,1985,Joel Schumacher,Emilio Estevez,Rob Lowe,Demian Bichir[,,,,
2147,"Clan of the Cave Bear, The",Adventure&Drama&Romance&Fantasy,1986,John Cardos,Daryl Hannah,Thomas G. Waites,Jim Broadbent,,,,
2148,House,Horror&Mystery&Thriller,1986,Steve Miner,William Katt,George Wendt,Richard Moll,,,,
2149,House II: The Second Story,Horror&Comedy&Fantasy,1987,Ethan Wiley,Arye Gross,Lar Park Lincoln,Jonathan Stark[,,,,
2150,The Gods Must Be Crazy,Adventure&Comedy&Drama,1980,Jamie Uys,Lt. John B. Loats,Marcel van Heerden,Ivan Deduits[,,,,
2151,"Gods Must Be Crazy II, The",Adventure&Comedy&Fantasy,1989,Jamie Uys,N!xau,Lena Farley,Hamed Seidi[,,,,
2152,Air Bud: Golden Receiver,Family&Sport&Comedy,1998,Charles Martin Smith,Thomas Ian Nicholas,Lil' Bow Wow,August Schellenberg[,,,,
2153,The Avengers,Action&Adventure&Science Fiction&Superhero,1998,Joss Whedon,Robert Downey Jr,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner[,
2154,How Stella Got Her Groove Back,Romance&Drama,1998,Antonia Bird,Angela Bassett,Ice Cube,Whoopi Goldberg[,,,,
2155,The Slums of Beverly Hills,Comedy&Drama&Romance,1998,Namrata Singh Gujral,Natasha Lyonne,Alan Arkin,Vincent D'Onofrio[,,,,
2156,The Best Man,Comedy&Drama&Romance,1997,Peter Segal,Alexander Goldstein,Taye Diggs,Nia Long[,,,,
2157,The Chambermaid on the Titanic,Drama&History&Romance,1998,Bernadette Peters,Victoria Tennant,Leigh McCloskey,Christian Bale[,,,,
2158,"Henry: Portrait of a Serial Killer, Part 2",Crime&Drama,1996,John McNaughton,Michael Rooker,Tom Mahoney,Christopher Mitchell[INPUT_JSON],,,,
2159,Henry: Portrait of a Serial Killer,Crime&Drama&Horror,1990,John McNaughton,Michael Rooker,Kipleigh Brown,Danny Noble[,,,,
2160,"Rosemary""s Baby",Horror&Mystery&Thriller,1968,Roman Polanski,Mia Farrow,John Cassavetes,Ruth Gordon[,,,,
2161,The NeverEnding Story,Fantasy&Adventure&Drama,1984,Wolfgang Petersen,Barret Oliver,Noah Hathaway,Tami Stronach,Christopher Lambert[,,,
2162,The NeverEnding Story II: The Next Chapter,Fantasy&Adventure&Drama,1990,George Miller,Noah Hathaway,Lucy Lawless,Alex Wright[,,,,
2163,Attack of the Killer Tomatoes!,Comedy&Horror&Science Fiction,1980,John De Bello,David Miller,George Clooney,Kim Darby[,,,,
2164,Surf Nazis Must Die,Action&Drama&Thriller,1987,Peter Bergsman,Bill O'Hare,Sherry Leigh,Matt Salinger[,,,,
2165,Your Friends and Neighbors,Comedy&Drama,1998,Neil LaBute,Ben Stiller,Jamie King,Amy Brenneman[,,,,
2166,Return to Paradise,Drama&Romance,1998,Joseph Ruben,Joaquin Phoenix,Reese Witherspoon,Vince Vaughn[,,,,
2167,Blade,Action&Adventure&Horror&Thriller,1998,Stephen Norrington,Wesley Snipes,Kris Kristofferson,Norman Reedus[,,,,
2168,Dance with Me,Romance&Drama&Music,1998,Randa Haines, vanessa hudgens,latin music[STOP],,,,,
2169,Dead Man on Campus,Comedy,1998,Mark Rosman,Tom Everett Scott,Mischa Barton,Brandon Quinn[,,,,
2170,Wrongfully Accused,Comedy&Action&Adventure,1998,Patrick Braoudé,Leslie Nielsen,GregORY Jbara,Holly Gagnier[,,,,
2171,"Next Stop, Wonderland",Comedy&Drama&Romance,1998,Hope Davis,Alan Gelfant,Jonathan Jackson,Jennifer Connelly[,,,,
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",Comedy&Drama&Romance,1998,Antonia Bird,Katie Holmes,Christine Tucci,Sarah Polley[,,,,
2173,The Navigator: A Mediaeval Odyssey,Adventure&Drama&Fantasy,1988,Vincent Ward,Hamish McColl,Krige Kuhn,Bernard Hill[,,,,
2174,Beetlejuice,Comedy&Fantasy&Horror,1988,Tim Burton,Michael Keaton,Winona Ryder,Glenn Shadix[,,,,
2175,Déjà Vu,Action&Romance&Thriller,1997,Tony Scott,Denzel Washington,Val Kilmer,Adriana Maloof[,,,,
2176,Rope,Drama,1948,Alfred Hitchcock,James Stewart,Farley Granger,Rope,[NULL],,,
2177,Family Plot,Drama&Mystery&Thriller,1976,Robert Altman,Karen Black,Linda Bassett,Art Carney[,,,,
2178,Frenzy,Horror&Thriller,1972,Alfred Hitchcock,Jon Finch,Alec McCowen,Barbara Leigh-Hunt[,,,,
2179,Topaz,Drama&Mystery,1969,Alfred Hitchcock,John Forsythe,Michèle Morgan,Karin Dor[,,,,
2180,Torn Curtain,Drama&Mystery&Romance,1966,Alfred Hitchcock,Paul Newman,Julie Christie,Gopher Smith[,,,,
2181,Marnie,Drama&Mystery&Romance,1964,Alfred Hitchcock,Tippi Hedren,Sean Connery,Martin Gabel[,,,,
2182,The Wrong Man,Drama&Film Noir,1956,Alfred Hitchcock,Henry Fonda,Vera Miles,Anthony Quayle[,,,,
2183,The Man Who Knew Too Much,Suspense&Thriller,1956,Alfred Hitchcock,James Stewart,Doris Day,Brandon DeWilde[,,,,
2184,The Trouble with Harry,Drama&Mystery&Comedy,1955,Alfred Hitchcock,John Forsythe,Shirley MacLaine,Edward G. Robinson[,,,,
2185,I Confess,Drama&Romance,1953,Alfred Hitchcock,Montgomery Clift,Anne Baxter,Karl Malden,,,,
2186,Strangers on a Train,Drama&Film-Noir,1951,Alfred Hitchcock,Farley Granger,Robert Walker,Patricia Hitchcock[,,,,
2187,Stage Fright,Horror&Mystery&Thriller,1950,Alfred Hitchcock,Jamie Smith,Ivy St. Helier,Mona Washburn[,,,,
2188,54,Drama&Musical&Romance,1998,Mark Christopher,Ryan Phillippe,Salma Hayek,Mike Myers[,,,,
2189,I Married A Strange Person,Comedy&Drama&Fantasy,1997,Mark Rosman,Jon Cryer,Thomas Gibson,Roma Downey[,,,,
2190,Why Do Fools Fall In Love?,Comedy&Drama&Romance,1998,Gordon Parks Jr,Lark Voorhies,Don Benjamin,Vivica A. Fox,,,,
2191,A Merry War,Comedy&Drama&Romance,1997,Richard Benjamin,Hugh Grant,Andie MacDowell,Imelda Staunton[,,,,
2192,See the Sea (Regarde la mer),Drama&Family,1997,Gilles Burkhard,Mathilde Seigner,Benoît Magimel,Laurent Lucas[,,,,
2193,Willow,Adventure&Fantasy&Drama,1988,Ron Howard,Warwick Davis,Val Kilmer,Joanne Whalley[,,,,
2194,The Untouchables,Crime&Drama&History,1987,Brian De Palma,Kevin Costner,Sean Connery,Robert De Niro,,,,
2195,Dirty Work,Comedy&Romance,1998,Bob Saget,Norm Macdonald,Artie Lange,Audrey Plaza[,,,,
2196,Knock Off,Action&Adventure&Thriller,1998,Steven E. de Souza,Jean-Claude Van Damme,Lorenzo Lamas,Raymond J. Barry[,,,,
2197,Firelight,Drama&Romance,1997,William Nicholson,Sophia Ward,Jason Scott Lee,Saffron Burrows[,,,,
2198,Modulations,Drama&Music,1998,Mike Binder,Noah Wyle,Elizabeth Berkley,Jason Lee[,,,,
2199,Phoenix,Drama&Mystery&Thriller,1998,Ron Howard,River Phoenix,Samantha Morton,Jared Leto[,,,,
2200,Under Capricorn,Drama&Romance,1949,Thorold Dickinson,Ingrid Bergman,Joseph Cotten,Michael Wilding[,,,,
2201,The Paradine Case,Drama&Mystery,1947,Alfred Hitchcock,Gregory Peck,Joseph Cotten,Ingrid Bergman,,,,
2202,Lifeboat,Drama&War,1944,Alfred Hitchcock,Tallulah Bankhead,John Hodiak,Hume Cronyn[,,,,
2203,Shadow of a Doubt,Thriller&Drama,1943,Alfred Hitchcock,Teresa Wright,Joseph Cotten,Hume Cronyn[,,,,
2204,Saboteur,Action&Drama&Thriller,1942,Alfred Hitchcock,Robert Cummings,Priscilla Lane,Norman Lloyd[,,,,
2205,Mr. & Mrs. Smith,Comedy&Romance,1941,Alfred Hitchcock,Carole Lombard,Robert Montgomery,Eugene Pallette[,,,,
2206,Suspicion,Thriller&Drama,1941,Alfred Hitchcock,Cary Grant,Sophia Loren,Jessica Tandy[,,,,
2207,Jamaica Inn,Drama&Mystery&Romance,1939,Alfred Hitchcock,Charles Laughton,Maureen O'Hara,Leslie Banks[,,,,
2208,"Lady Vanishes, The",Mystery&Thriller,1938,Alfred Hitchcock,Margaret Lockwood,Michael Redgrave,Dame May Whitty[,,,,
2209,Young and Innocent,Crime&Drama&Mystery,1937,Alfred Hitchcock,Robert Donat,Norma Shearer,Maurice Empey,,,,
2210,Sabotage,Action&Adventure&Drama,1936,Alfred Hitchcock,Oskar Homolka,Sylvia Sidney,Desmond Tester[,,,,
2211,Secret Agent,Action&Adventure&Romance,1936,Alfred Hitchcock,John Gielgud,Madeleine Carroll,Peter Lorre[,,,,
2212,The Man Who Knew Too Much,Thriller&Mystery&Drama,1934,Alfred Hitchcock,Leslie Banks,Edna Best,Peter Lorre[,,,,
2213,Waltzes from Vienna,Musical&Romance&Comedy,1933,Génina,John W. conselhos,Lupita Tovar,Onslow Stevens,,,,
2214,Number Seventeen,Comedy&Drama,1932,Anthony Asquith,Leslie Fuller,Gordon Harker,Binnie Barnes[,,,,
2215,Rich and Strange,Drama&Romance,1932,Maurice Elvey,Henry Kendall,Gladys Cooper,Binnie Barnes[,,,,
2216,"Skin Game, The",Crime&Drama,1931,George Fitzmaurice,Reginald Denny,Lila Lee,C. Aubrey Smith[,,,,
2217,Elstree Calling,Comedy&Drama,1930,Charles Bennett,Clive Brook,Benita Hume,Gibb McLaughlin[,,,,
2218,Juno and Paycock,Drama&Silent Film,1930,Hour M. R. R. Crawford,Daisy Burrell,Ian Henderson,Lady Diana Cooper[,,,,
2219,Murder!,Crime&Drama,1930,George Archainbaud,Rod La Rocque,Lila Lee,James Gleason[,,,,
2220,The Manxman,Drama&Romance,1929,Hetty Baynes,Carroll Levis,Malcolm Keen,Gwen Ffrangcon-Davies[,,,,
2221,Blackmail,Drama&Thriller,1929,Alfred Hitchcock,Anny Ondra,John Longden,Sara Allgood[,,,,
2222,Champagne,Drama&Romance,1928,Frank Borzage,Conrad Nagel,Charlie Chaplin,Marion Davies[,,,,
2223,The Farmer's Wife,Drama,1928,Alfred Hitchcock,Sir John Mills,Helen Haye,Mary Glynne[,,,,
2224,Downhill,Drama,1927,Alfred Hitchcock,Ivor Novello,Robin Irvine[,,,,,
2225,Easy Virtue,Romance&Drama,1927,Alfred Hitchcock,Isabel Jeans,I Gordon Dial,Frank Vosper[,,,,
2226,The Ring,Horror&Mystery&Thriller,1927,Alfred Hitchcock,Betty Blythe,Cedric Hardwicke,Douglas Walton[,,,,
2227,The Lodger,Drama&Mystery&Romance,1926,Alfred Hitchcock,Ivor Novello,Marie Ault,Malcolm Keen[,,,,
2228,The Mountain Eagle,Drama&History,1926,John Waters,null,null,null,,,,
2229,The Pleasure Garden,Drama&Romance,1925,Alfred Hitchcock,Ivor Novello,Betty Blythe,Marie Ault[,,,,
2230,Always Tell Your Wife,Comedy&Drama,1923,Sam Taylor,Bert Lahr,Claudette Colbert,Roy Dotrice[,,,,
2231,Rounders,Drama&Sport,1998,John Dahl,Matt Damon,Edward Norton,John Malkovich[,,,,
2232,Cube,Horror&Mystery&Thriller,1997,Andrzej Sekula,Nicole de Boer,Nickolas Baric,David Hewlett[,,,,
2233,Digging to China,Drama&Family,1998,Timothy Hutton,Elias Koteas,Alison Pill,Jordan Prentice[,,,,
2234,Let's Talk About Sex,Comedy&Drama&Romance,1998,Troy Miller,Ryan Phillippe,Sarah Jessica Parker,Nella Larsen[,,,,
2235,"One Man""s Hero",Action&Adventure&History&War,1999, Mark L. Lester,Tom Sizemore,Jet Li,Bruce McGill,,,,
2236,Simon Birch,Drama&Family,1998,Mark Steven Johnson,Ian Michael Smith,Jim Carrey,Joseph Mazzello[,,,,
2237,Without Limits,Biography&Drama&Sport,1998,Martin Clapp,Billy Crudup,Jamie Parker,Monica Potter[,,,,
2238,Seven Beauties (Pasqualino Settebellezze),Drama&War,1976,Lina Wertmüller,Giancarlo Giannini,Elena Fiore,Flavio Bucci[,,,,
2239,"Swept Away (Travolti da un insolito destino nell""azzurro mare d""Agosto)",Drama&Romance,1975,Lina Wertmüller,Giancarlo Giannini,Mariangela Melato,Ettore Bassi,,,,
2240,My Bodyguard,Drama&Romance,1980,Ted Levine,Adam Baldwin,Joan Jett,Jordan Christopher Michael[,,,,
2241,Class,Drama&Romance,1983,Lloyd Bacon,John Travolta,Jodi Lyn O'Keefe,Laura Innes[,,,,
2242,"Grandview, U.S.A.",Drama&Romance,1984,Randal Kleiser,Jamie Lee Curtis,Pat Quinn,Janet Carr[,,,,
2243,Broadcast News,Comedy&Drama&Romance,1987,James L. Brooks,Holly Hunter,Albert Brooks,William Hurt[,,,,
2244,The Allnighter,Comedy&Drama,1987,J. Christian Ingvordsen,Jon Cryer,Linda Hamilton,James Spader[,,,,
2245,Working Girl,Comedy&Drama&Romance,1988,Mike Nichols,Melanie Griffith,Harrison Ford,Sigourney Weaver[,,,,
2246,Stars and Bars,Comedy&Drama,1988,Pat O'Connor,Kiefer Sutherland,Swoosie Kurtz,Brian Dennehy[,,,,
